symbol,timestamp,price,volume,change_percent
NVDA,2025-05-08T17:40:50.521480,140.13,6482,-0.38
ADBE,2025-05-08T17:40:50.741386,294.79,3559,2.77
AAPL,2025-05-08T17:40:50.751767,197.18,9153,1.19
GOOG,2025-05-08T17:40:50.885086,156.27,3440,-3.27
NFLX,2025-05-08T17:40:51.527055,112.88,1692,-3.36
MSFT,2025-05-08T17:40:51.744788,147.49,8152,0.88
GOOG,2025-05-08T17:40:51.757291,105.9,7500,-1.14
AMZN,2025-05-08T17:40:51.890701,339.62,5818,-3.96
TSLA,2025-05-08T17:40:52.531662,387.49,8996,0.26
PYPL,2025-05-08T17:40:52.749079,93.61,9067,-1.18
NVDA,2025-05-08T17:40:52.759951,409.51,3289,-0.17
NFLX,2025-05-08T17:40:52.898914,374.72,9211,3.11
META,2025-05-08T17:40:53.536052,250.48,4379,-1.06
NVDA,2025-05-08T17:40:53.757847,330.43,3107,4.2
NFLX,2025-05-08T17:40:53.763295,245.3,6265,-0.27
NFLX,2025-05-08T17:40:53.902459,445.25,9969,4.97
AMZN,2025-05-08T17:40:54.542198,130.11,5727,4.69
META,2025-05-08T17:40:54.766059,248.19,8371,0.83
ADBE,2025-05-08T17:40:54.766158,82.31,2157,-2.09
ADBE,2025-05-08T17:40:54.904310,186.44,1859,1.13
TSLA,2025-05-08T17:40:55.544244,491.31,1798,3.88
AMZN,2025-05-08T17:40:55.773588,175.32,1626,-4.16
ADBE,2025-05-08T17:40:55.774838,72.94,7396,4.7
PYPL,2025-05-08T17:40:55.911475,287.15,4201,0.99
PYPL,2025-05-08T17:40:56.547762,453.42,8248,-0.75
GOOG,2025-05-08T17:40:56.781995,287.55,1981,-0.93
META,2025-05-08T17:40:56.781974,307.51,5203,-1.63
NFLX,2025-05-08T17:40:56.917184,332.56,7304,2.17
MSFT,2025-05-08T17:40:57.550568,119.74,4560,-1.67
NVDA,2025-05-08T17:40:57.786084,351.61,3242,-0.03
META,2025-05-08T17:40:57.786084,301.76,7732,-4.52
AAPL,2025-05-08T17:40:57.918985,358.75,8395,2.11
META,2025-05-08T17:40:58.559552,62.21,9525,3.42
PYPL,2025-05-08T17:40:58.789320,440.56,5338,2.97
NVDA,2025-05-08T17:40:58.792313,301.05,5767,-1.08
NVDA,2025-05-08T17:40:58.921906,129.49,2274,-2.69
PYPL,2025-05-08T17:40:59.562408,81.29,6215,-0.02
TSLA,2025-05-08T17:40:59.795139,292.38,9204,1.54
TSLA,2025-05-08T17:40:59.795110,470.57,5690,1.6
AAPL,2025-05-08T17:40:59.929929,301.36,1730,-2.23
ADBE,2025-05-08T17:41:00.564981,454.96,6786,0.14
PYPL,2025-05-08T17:41:00.797516,223.33,1906,-1.07
PYPL,2025-05-08T17:41:00.801615,466.04,9124,0.03
PYPL,2025-05-08T17:41:00.932520,444.8,8851,-1.31
ADBE,2025-05-08T17:41:01.568581,325.38,2619,2.89
AAPL,2025-05-08T17:41:01.804193,184.29,1187,4.01
ADBE,2025-05-08T17:41:01.805761,104.71,1453,-0.65
AAPL,2025-05-08T17:41:01.936173,220.56,9603,-0.81
META,2025-05-08T17:41:02.573495,235.99,3875,1.16
ADBE,2025-05-08T17:41:02.811426,167.43,6636,-4.15
PYPL,2025-05-08T17:41:02.811426,120.93,4453,0.52
AMZN,2025-05-08T17:41:02.945785,248.99,8810,1.6
AMZN,2025-05-08T17:41:03.580502,430.95,3971,2.64
AMZN,2025-05-08T17:41:03.815443,316.92,8768,-0.42
NVDA,2025-05-08T17:41:03.820140,56.25,4228,1.21
AAPL,2025-05-08T17:41:03.949314,259.71,4835,-2.18
PYPL,2025-05-08T17:41:04.589575,121.17,2449,1.23
TSLA,2025-05-08T17:41:04.823222,381.09,1630,-2.4
META,2025-05-08T17:41:04.824634,127.39,1263,2.96
PYPL,2025-05-08T17:41:04.952897,240.66,2429,-2.72
META,2025-05-08T17:41:05.597963,222.87,9717,-1.58
MSFT,2025-05-08T17:41:05.841386,471.18,5651,2.83
AMZN,2025-05-08T17:41:05.841873,69.51,2313,-0.47
META,2025-05-08T17:41:05.960073,101.77,6619,0.24
TSLA,2025-05-08T17:41:06.602739,53.76,6544,-4.47
ADBE,2025-05-08T17:41:06.844946,281.0,6874,2.29
TSLA,2025-05-08T17:41:06.846711,148.79,6796,-2.17
NVDA,2025-05-08T17:41:06.961962,106.0,6266,2.8
AAPL,2025-05-08T17:41:07.609312,354.05,6152,4.6
MSFT,2025-05-08T17:41:07.848305,479.73,3454,4.56
TSLA,2025-05-08T17:41:07.854153,164.42,4980,1.75
META,2025-05-08T17:41:07.964313,362.56,3383,-2.83
MSFT,2025-05-08T17:41:08.611124,119.7,1147,2.38
AMZN,2025-05-08T17:41:08.851518,358.59,1749,4.78
AAPL,2025-05-08T17:41:08.856966,143.1,4365,-3.71
NVDA,2025-05-08T17:41:08.967617,167.39,9182,0.12
TSLA,2025-05-08T17:41:09.614366,380.53,1386,-4.06
NVDA,2025-05-08T17:41:09.859605,413.11,4322,2.46
MSFT,2025-05-08T17:41:09.859567,285.81,4216,2.93
MSFT,2025-05-08T17:41:09.970711,311.69,7290,2.61
META,2025-05-08T17:41:10.622271,139.73,9751,-0.05
PYPL,2025-05-08T17:41:10.863744,61.82,4716,2.85
GOOG,2025-05-08T17:41:10.863661,99.13,4400,1.38
META,2025-05-08T17:41:10.979379,475.09,5504,0.54
MSFT,2025-05-08T17:41:11.630833,356.24,8202,-1.69
ADBE,2025-05-08T17:41:11.866716,411.52,8627,1.41
TSLA,2025-05-08T17:41:11.866982,429.73,5388,-4.68
TSLA,2025-05-08T17:41:11.982577,410.61,8210,1.94
ADBE,2025-05-08T17:41:12.638956,256.26,9509,-4.2
GOOG,2025-05-08T17:41:12.870662,117.73,2075,2.43
NFLX,2025-05-08T17:41:12.871751,82.57,3607,0.11
AAPL,2025-05-08T17:41:12.985770,210.83,4447,-0.97
NVDA,2025-05-08T17:41:13.645518,298.36,8845,3.74
NVDA,2025-05-08T17:41:13.873162,227.32,5234,4.35
NFLX,2025-05-08T17:41:13.873316,63.65,1511,-2.08
META,2025-05-08T17:41:13.992397,203.15,6522,-3.76
META,2025-05-08T17:41:14.648822,451.01,2169,-3.97
GOOG,2025-05-08T17:41:14.876896,473.02,6458,3.69
GOOG,2025-05-08T17:41:14.879412,327.97,6585,0.52
AMZN,2025-05-08T17:41:14.995370,290.11,7560,2.12
AAPL,2025-05-08T17:41:15.657181,196.97,4817,-0.83
TSLA,2025-05-08T17:41:15.879459,480.44,9218,3.1
AAPL,2025-05-08T17:41:15.884540,178.49,7666,1.63
ADBE,2025-05-08T17:41:15.998467,446.14,3700,-0.2
AAPL,2025-05-08T17:41:16.660428,112.97,9829,2.81
GOOG,2025-05-08T17:41:16.881230,97.14,5939,2.08
PYPL,2025-05-08T17:41:16.885754,70.38,1849,-2.65
META,2025-05-08T17:41:17.001904,271.0,3538,0.94
GOOG,2025-05-08T17:41:17.662543,236.35,8903,-0.71
META,2025-05-08T17:41:17.887975,53.61,3246,4.62
GOOG,2025-05-08T17:41:17.887900,481.12,3759,-0.66
NFLX,2025-05-08T17:41:18.011700,105.53,6700,-0.4
NFLX,2025-05-08T17:41:18.666628,366.9,2895,-0.24
NVDA,2025-05-08T17:41:18.890935,371.85,4232,1.91
GOOG,2025-05-08T17:41:18.893999,416.63,8469,3.91
TSLA,2025-05-08T17:41:19.014797,191.84,1760,0.1
TSLA,2025-05-08T17:41:19.673523,294.9,6477,2.32
GOOG,2025-05-08T17:41:19.894226,86.35,7980,3.75
ADBE,2025-05-08T17:41:19.895892,222.91,8453,4.76
PYPL,2025-05-08T17:41:20.019329,293.09,3405,2.99
NVDA,2025-05-08T17:41:20.681828,486.57,6249,-4.06
NVDA,2025-05-08T17:41:20.897501,496.79,6567,-1.02
AMZN,2025-05-08T17:41:20.898257,101.82,8719,1.93
PYPL,2025-05-08T17:41:21.022513,258.91,4602,2.23
PYPL,2025-05-08T17:41:21.689330,399.44,4483,1.22
ADBE,2025-05-08T17:41:21.899841,364.05,7800,4.47
NVDA,2025-05-08T17:41:21.902714,176.71,6212,1.13
NVDA,2025-05-08T17:41:22.025592,201.97,2763,-4.73
NFLX,2025-05-08T17:41:22.697771,125.18,8371,1.64
AMZN,2025-05-08T17:41:22.903133,266.23,9895,1.64
NFLX,2025-05-08T17:41:22.906857,228.41,4583,3.49
META,2025-05-08T17:41:23.031428,216.22,9511,0.02
NFLX,2025-05-08T17:41:23.703125,461.46,1363,-1.48
AAPL,2025-05-08T17:41:23.907238,55.81,3877,-1.05
NVDA,2025-05-08T17:41:23.909001,377.16,2925,4.63
TSLA,2025-05-08T17:41:24.036086,484.46,5452,-3.6
TSLA,2025-05-08T17:41:24.711270,246.2,9347,2.81
NVDA,2025-05-08T17:41:24.916348,150.8,3459,-0.08
PYPL,2025-05-08T17:41:24.916347,426.76,6205,-2.44
NFLX,2025-05-08T17:41:25.038749,486.09,7217,3.76
META,2025-05-08T17:41:25.716551,371.96,8847,0.51
MSFT,2025-05-08T17:41:25.922814,206.8,8180,-1.81
MSFT,2025-05-08T17:41:25.923900,271.42,6584,1.03
META,2025-05-08T17:41:26.044227,391.52,5615,-2.52
NVDA,2025-05-08T17:41:26.722436,191.66,8988,4.3
AAPL,2025-05-08T17:41:26.927441,74.83,9531,3.66
MSFT,2025-05-08T17:41:26.930448,332.56,3499,-2.39
AMZN,2025-05-08T17:41:27.049081,311.53,9036,0.32
PYPL,2025-05-08T17:41:27.727396,457.47,6018,-3.82
AMZN,2025-05-08T17:41:27.930051,408.04,8872,2.37
PYPL,2025-05-08T17:41:27.933431,138.61,1996,-4.67
NVDA,2025-05-08T17:41:28.056034,328.6,1193,3.21
AMZN,2025-05-08T17:41:28.731064,396.74,2611,-1.81
AAPL,2025-05-08T17:41:28.944656,109.35,3040,-4.31
ADBE,2025-05-08T17:41:28.945187,445.94,7261,-1.98
GOOG,2025-05-08T17:41:29.059228,307.47,3931,-0.88
MSFT,2025-05-08T17:41:29.733668,440.22,7674,1.91
NVDA,2025-05-08T17:41:29.947211,219.28,4491,4.25
AMZN,2025-05-08T17:41:29.947273,203.7,4996,-2.33
PYPL,2025-05-08T17:41:30.061050,200.24,4486,-4.68
NVDA,2025-05-08T17:41:30.742216,179.63,8848,0.05
PYPL,2025-05-08T17:41:30.949801,69.54,3916,-3.28
NVDA,2025-05-08T17:41:30.954835,181.2,1538,-0.66
NVDA,2025-05-08T17:41:31.066224,325.56,1986,0.85
AMZN,2025-05-08T17:41:31.744925,389.08,8541,-4.9
NVDA,2025-05-08T17:41:31.955443,247.37,4584,4.29
META,2025-05-08T17:41:31.957295,336.08,2477,-2.58
GOOG,2025-05-08T17:41:32.070652,475.59,3892,-2.28
TSLA,2025-05-08T17:41:32.748191,349.93,8546,3.3
PYPL,2025-05-08T17:41:32.959512,276.93,4417,-1.83
NFLX,2025-05-08T17:41:32.959289,431.57,6881,3.1
META,2025-05-08T17:41:33.079499,83.7,5440,-4.91
GOOG,2025-05-08T17:41:33.754596,197.87,1975,3.93
GOOG,2025-05-08T17:41:33.961893,192.58,7959,-4.17
MSFT,2025-05-08T17:41:33.962427,85.08,5778,-1.93
ADBE,2025-05-08T17:41:34.082591,134.41,3809,1.68
MSFT,2025-05-08T17:41:34.762548,123.19,5837,2.41
NFLX,2025-05-08T17:41:34.964253,78.53,7882,-0.17
MSFT,2025-05-08T17:41:34.967112,440.5,6069,2.62
ADBE,2025-05-08T17:41:35.088450,72.16,8128,3.99
PYPL,2025-05-08T17:41:35.766141,53.35,7165,4.66
NFLX,2025-05-08T17:41:35.969201,307.45,4660,4.79
MSFT,2025-05-08T17:41:35.970170,432.11,1925,0.94
NVDA,2025-05-08T17:41:36.091565,484.63,7661,-0.07
NFLX,2025-05-08T17:41:36.769856,252.91,1746,3.86
META,2025-05-08T17:41:36.971218,275.28,8354,2.77
TSLA,2025-05-08T17:41:36.971730,97.29,3509,-2.66
MSFT,2025-05-08T17:41:37.094205,419.24,3737,-0.03
NFLX,2025-05-08T17:41:37.776065,470.76,6590,4.53
AMZN,2025-05-08T17:41:37.973648,361.73,7567,4.03
ADBE,2025-05-08T17:41:37.978657,119.81,7890,-2.27
META,2025-05-08T17:41:38.095927,429.57,2864,-4.16
AMZN,2025-05-08T17:41:38.781427,88.5,9146,-4.89
NVDA,2025-05-08T17:41:38.976690,175.42,4406,3.04
META,2025-05-08T17:41:38.985673,185.07,2585,-0.61
TSLA,2025-05-08T17:41:39.098810,233.66,6487,-0.21
NFLX,2025-05-08T17:41:39.784718,207.68,5743,-0.16
